,Category,Category_ID,Avg_length_videos_title,Avg_length_videos_description,Avg_length_of_tags,liveBroadcastContent,Avg_videoviews,Avg_videolikes,Avg_videofavors,Avg_videocomments
889,Travel & Events,19,58.92,189.7,0.1,none,4667.86,103.76,0.0,10.02
890,Travel & Events,19,62.52,704.22,16.28,none,57764.7,4221.32,0.0,416.28
891,Travel & Events,19,34.82,86.18,5.6,none,7924.76,461.1,0.0,172.52
892,Travel & Events,19,56.54,929.78,21.34,none,12345.84,276.94,0.0,34.18
893,Travel & Events,19,62.3,1680.34,10.18,none,143896.34,6558.9,0.0,123.0
894,Travel & Events,19,51.26,1953.56,0.22,none,50492.4,2724.5,0.0,207.36
895,Travel & Events,19,57.28,39.64,4.62,none,57776.08,2836.46,0.0,242.5
896,Travel & Events,19,41.82,0.0,0.46,none,23798.58,663.34,0.0,279.24
897,Howto & Style,26,51.54,2203.88,19.5,none,499293.6,8628.34,0.0,53.68
898,Howto & Style,26,47.68,1294.26,9.3,none,17827189.86,465031.4,0.0,20419.44
899,Howto & Style,26,59.24,2810.68,23.78,none,538846.66,4453.86,0.0,262.28
900,Howto & Style,26,37.0,824.76,14.48,none,106390.16,4332.42,0.0,112.42
901,Howto & Style,26,47.6,1562.86,36.4,none,17007.24,306.58,0.0,10.36
902,Howto & Style,26,49.84,1950.44,40.24,none,31002.58,201.36,0.0,11.46
903,Howto & Style,26,53.06,1273.64,12.8,none,2655726.42,87427.92,0.0,8954.86
904,Howto & Style,26,54.58,1643.04,35.22,none,20122.16,274.9,0.0,6.32
905,Howto & Style,26,65.14,1529.64,40.96,none,82776.48,354.3,0.0,8.42
906,Howto & Style,26,70.96,376.0,7.76,none,612819.2,36706.64,0.0,236.58
907,Howto & Style,26,35.18,547.3,5.64,none,88293.98,5191.78,0.0,237.12
908,Howto & Style,26,44.0,4765.72,22.98,none,555436.02,22546.2,0.0,1155.7
909,Howto & Style,26,47.32,538.26,11.0,none,668166.88,5578.38,0.0,29.74
910,Howto & Style,26,62.56,1741.78,14.38,none,801364.8,19706.44,0.0,654.78
911,Howto & Style,26,97.74,1464.64,41.18,none,761686.3,4723.74,0.0,131.62
912,Howto & Style,26,62.64,148.0,34.0,none,2793028.82,150807.84,0.0,81.78
913,Howto & Style,26,37.1,2606.3,44.56,none,2428619.52,37151.2,0.0,5423.38
914,Howto & Style,26,48.24,1778.74,21.16,none,1412659.08,28363.22,0.0,1641.78
915,Howto & Style,26,61.82,271.0,1.0,none,229676.28,1345.9,0.0,12.74
916,Howto & Style,26,50.88,1135.7,31.9,none,625028.12,31818.38,0.0,1336.92
917,Howto & Style,26,95.52,1522.38,12.08,none,210448.3,1638.48,0.0,46.78
918,Howto & Style,26,47.38,1513.48,41.46,none,7352.58,61.22,0.0,3.78
919,Howto & Style,26,51.02,1838.28,30.76,none,48093.44,413.18,0.0,11.28
920,Howto & Style,26,63.58,23.38,7.36,none,29296.26,918.68,0.0,1.22
921,Howto & Style,26,53.48,1702.3,35.28,none,8635.62,142.0,0.0,6.16
922,Howto & Style,26,43.84,538.02,10.72,none,497542.38,21300.72,0.0,1399.24
923,Howto & Style,26,54.18,1632.44,12.94,none,805125.92,34832.08,0.0,1179.36
924,Howto & Style,26,51.72,609.92,7.68,none,300156.54,3081.4,0.0,345.66
925,Howto & Style,26,35.24,3678.92,21.46,none,274284.24,2405.96,0.0,50.02
926,Howto & Style,26,55.72,183.0,14.34,none,33224.8,643.56,0.0,6.22
927,Howto & Style,26,40.88,418.72,12.86,none,965664.76,41570.16,0.0,2128.6
928,Howto & Style,26,50.02,800.2,23.0,none,596398.3,25912.94,0.0,28.66
929,Howto & Style,26,42.7,1041.62,8.18,none,3645240.66,169444.16,0.0,3616.58
930,Howto & Style,26,52.94,1881.44,38.28,none,24184.28,232.96,0.0,5.4
931,Howto & Style,26,20.1,211.38,1.92,none,2350082.84,28721.7,0.0,34.4
932,Howto & Style,26,33.64,1220.28,11.18,none,9794.58,197.6,0.0,25.88
933,Howto & Style,26,31.06,1447.36,38.12,none,925643.36,44915.96,0.0,2704.5
934,Howto & Style,26,38.2,1806.22,38.98,none,364438.24,21909.78,0.0,1909.26
935,Howto & Style,26,45.02,173.32,12.3,none,346131.24,20846.82,0.0,99.28
936,Howto & Style,26,48.9,976.06,13.0,none,331243.02,17864.98,0.0,410.08
937,Howto & Style,26,44.74,535.62,7.96,none,335938.82,19550.36,0.0,286.04
938,Howto & Style,26,56.18,2332.28,30.84,none,782987.46,8368.76,0.0,185.52
939,Howto & Style,26,40.26,124.0,6.98,none,1665743.4,17149.24,0.0,42.94
940,Howto & Style,26,43.94,1753.58,12.02,none,97466.42,1705.82,0.0,0.0
941,Howto & Style,26,51.22,900.96,19.7,none,834230.62,38099.4,0.0,2241.86
942,Howto & Style,26,76.14,1521.7,7.84,none,270507.7,3808.7,0.0,233.48
943,Howto & Style,26,40.94,4182.16,4.94,none,380109.44,20241.32,0.0,882.28
944,Howto & Style,26,87.14,990.64,0.3,none,4450329.44,399428.32,0.0,3455.06
945,Howto & Style,26,58.94,721.68,23.74,none,685598.04,27471.96,0.0,1253.98
946,Howto & Style,26,54.94,2557.52,14.36,none,1115950.6,49938.52,0.0,2551.1
947,Howto & Style,26,96.18,1265.46,31.46,none,151578.38,996.94,0.0,24.18
948,Howto & Style,26,21.34,198.24,0.0,none,1181485.96,82107.9,0.0,283.18
949,Howto & Style,26,70.6,1456.42,2.02,none,46856.56,1238.62,0.0,66.22
950,Howto & Style,26,43.78,873.2,18.08,none,5095681.22,258694.26,0.0,26900.48
951,Howto & Style,26,54.48,2612.54,21.8,none,76384.8,4144.22,0.0,316.76
952,Howto & Style,26,61.5,1484.96,30.38,none,19278.52,167.46,0.0,3.86
953,Howto & Style,26,50.94,1736.36,24.66,none,1056640.38,44445.84,0.0,1176.14
954,Howto & Style,26,77.96,330.42,12.32,none,1716171.52,150572.32,0.0,1416.82
955,Howto & Style,26,34.26,172.74,10.04,none,4416561.9,115021.88,0.0,93.4
956,Howto & Style,26,77.18,1779.9,25.4,none,387869.54,7829.22,0.0,330.82
957,Howto & Style,26,30.6,305.24,2.02,none,54578.02,1430.88,0.0,85.16
958,Howto & Style,26,60.46,1492.22,33.24,none,9680.56,142.16,0.0,3.64
959,Howto & Style,26,37.64,1314.12,5.64,none,286056.6,11242.48,0.0,722.58
960,Howto & Style,26,42.76,578.0,10.32,none,350946.52,14891.62,0.0,421.26
961,Howto & Style,26,68.46,1309.86,16.32,none,33437.08,935.84,0.0,24.72
962,Howto & Style,26,78.94,767.5,0.72,none,52435.46,212.4,0.0,17.0
963,Howto & Style,26,38.5,822.8,24.0,none,89273.2,5662.16,0.0,223.22
964,Howto & Style,26,35.28,443.0,17.96,none,59655.76,2890.36,0.0,230.32
965,Howto & Style,26,44.96,1003.08,16.44,none,1853740.62,37711.62,0.0,3156.5
966,Howto & Style,26,43.24,1345.82,20.12,none,1151055.04,35368.82,0.0,1111.48
967,Howto & Style,26,58.78,463.3,7.36,none,31135.12,1157.1,0.0,29.44
968,Howto & Style,26,84.08,1981.4,21.64,none,1105341.38,28151.88,0.0,1201.46
969,Howto & Style,26,46.1,1375.94,21.86,none,554667.34,24779.18,0.0,2654.36
970,Howto & Style,26,51.94,451.42,13.6,none,1454270.34,110216.46,0.0,13570.86
971,Howto & Style,26,49.82,937.32,16.86,none,108827.02,4347.26,0.0,267.96
972,Howto & Style,26,78.98,1221.74,14.44,none,315781.46,17160.22,0.0,1347.96
973,Howto & Style,26,71.88,884.72,7.72,none,396057.6,8035.92,0.0,554.28
974,Howto & Style,26,71.14,1736.58,34.12,none,7572.18,54.9,0.0,2.0
975,Howto & Style,26,44.38,701.1,8.0,none,1615254.88,19855.86,0.0,191.88
976,Howto & Style,26,49.28,20.64,1.2,none,29257.18,1544.4,0.0,22.82
977,Howto & Style,26,61.48,1243.86,32.36,none,15584.9,209.6,0.0,4.12
978,Howto & Style,26,21.58,1.4,0.0,none,5509579.72,377187.94,0.0,2720.8
979,Howto & Style,26,89.7,1347.68,17.02,none,589867.02,3727.92,0.0,76.7
980,Howto & Style,26,92.52,1020.26,22.14,none,421735.94,1175.8,0.0,49.7
981,Howto & Style,26,53.1,2184.36,23.76,none,219011.58,10919.84,0.0,817.74
982,Howto & Style,26,64.64,145.46,2.76,none,319958.04,339.66,0.0,39.88
983,Howto & Style,26,91.74,1436.06,33.38,none,1022523.86,12521.26,0.0,49.26
984,Howto & Style,26,33.74,791.58,26.66,none,4643704.22,418856.1,0.0,4640.72
985,Howto & Style,26,34.64,856.26,6.66,none,456161.76,13260.14,0.0,1198.58
986,Howto & Style,26,33.14,1429.48,21.68,none,4829607.58,309774.62,0.0,1818.82
987,Howto & Style,26,88.82,774.02,10.46,none,107192.42,890.98,0.0,31.24
988,Howto & Style,26,31.32,642.2,1.28,none,7314.16,165.58,0.0,9.62
989,Howto & Style,26,52.02,1382.04,19.7,none,314760.86,12282.1,0.0,807.32
990,Howto & Style,26,43.44,1308.54,29.8,none,127118.54,5315.04,0.0,283.44
991,Howto & Style,26,62.6,574.84,19.54,none,483399.2,20106.06,0.0,413.22
992,Howto & Style,26,86.46,1721.62,34.36,none,159408.24,1027.2,0.0,27.04
993,Howto & Style,26,80.12,87.0,1.0,none,26581.26,215.72,0.0,9.38
994,Howto & Style,26,48.2,924.5,2.9,none,6590432.28,199087.48,0.0,10344.54
995,Howto & Style,26,69.8,1630.1,24.88,none,569959.38,13435.04,0.0,637.04
996,Howto & Style,26,69.54,709.64,17.4,none,571639.9,11525.38,0.0,127.72
