,Category,Category_ID,Avg_length_videos_title,Avg_length_videos_description,Avg_length_of_tags,liveBroadcastContent,Avg_videoviews,Avg_videolikes,Avg_videofavors,Avg_videocomments
571,People & Blogs,22,60.0,496.74,24.72,none,966560.72,3074.42,0.0,0.0
572,People & Blogs,22,76.56,749.88,11.44,none,27091.4,357.16,0.0,13.9
573,People & Blogs,22,39.82,2193.78,15.0,none,183655.04,13083.64,0.0,142.84
574,People & Blogs,22,49.56,2093.8,54.36,none,3800792.98,48978.9,0.0,4425.62
575,People & Blogs,22,47.54,1155.56,24.08,none,950420.26,20289.98,0.0,1791.3
576,People & Blogs,22,39.24,365.08,10.0,none,1139226.98,49711.86,0.0,2546.9
577,People & Blogs,22,34.66,190.24,10.0,none,3792427.28,104757.2,0.0,82.14
578,People & Blogs,22,26.42,441.16,2.88,none,1801305.62,100938.66,0.0,3322.48
579,People & Blogs,22,60.66,298.0,15.78,none,2474111.58,14066.3,0.0,0.0
580,People & Blogs,22,81.28,563.78,27.22,none,10818327.04,78665.48,0.0,1887.3
581,People & Blogs,22,31.1,661.54,26.76,none,2193426.86,81586.62,0.0,625.1
582,People & Blogs,22,63.12,2875.34,10.82,none,108713.64,2595.94,0.0,115.88
583,People & Blogs,22,94.98,1385.1,8.46,none,429020.68,2940.22,0.0,93.46
584,People & Blogs,22,46.54,460.64,14.5,none,690208.7,30292.52,0.0,2145.78
585,People & Blogs,22,46.4,1011.3,20.78,none,2538642.26,8854.22,0.0,0.0
586,People & Blogs,22,44.56,1443.62,14.14,none,912383.32,7199.4,0.0,307.16
587,People & Blogs,22,78.56,466.52,7.52,none,12368048.14,89511.58,0.0,1337.02
588,People & Blogs,22,14.844444444444445,0.0,0.0,none,2038858.9111111108,48747.26666666667,0.0,30.8
589,People & Blogs,22,54.58,364.98,10.58,none,143792.52,4147.82,0.0,143.28
590,People & Blogs,22,46.56,1210.92,11.3,none,98955.62,3082.96,0.0,234.38
591,People & Blogs,22,43.0,5.28,0.0,none,4060124.9,242986.38,0.0,236.88
592,People & Blogs,22,90.82,770.5,28.52,none,455571.26,2560.26,0.0,56.24
593,People & Blogs,22,21.66666666666667,21.66666666666667,0.0,none,1480596.0,15467.333333333336,0.0,0.0
594,People & Blogs,22,39.24,915.22,15.72,none,977888.28,38028.4,0.0,5613.32
595,People & Blogs,22,69.0909090909091,1352.7954545454545,18.363636363636363,none,28519873.47727273,193022.9090909091,0.0,2380.7954545454545
596,People & Blogs,22,49.12,876.44,23.12,none,782212.1,5845.76,0.0,14.8
597,People & Blogs,22,33.24,203.36,12.22,none,115238.8,4921.42,0.0,291.22
598,People & Blogs,22,57.86,0.0,0.0,none,1015086.2,22322.46,0.0,30.82
599,Gaming,20,30.12,457.12,7.46,none,3159606.24,204769.04,0.0,13362.34
600,Gaming,20,39.34,950.62,16.34,none,39586690.54,1756646.26,0.0,99414.96
601,Gaming,20,30.38,739.46,0.02,none,39820874.58,984568.0,0.0,38958.92
602,Gaming,20,26.94,640.54,29.52,none,321415.9,14042.2,0.0,639.68
603,Gaming,20,38.18,765.94,0.0,none,2257140.08,103053.94,0.0,3971.4
604,Gaming,20,71.46,801.44,20.46,none,403166.04,8695.52,0.0,210.14
605,Gaming,20,71.34,1145.12,16.7,none,2568886.42,24713.14,0.0,2658.32
606,Gaming,20,54.66,2170.92,20.98,none,1097435.88,36710.1,0.0,1106.88
607,Gaming,20,43.64,641.12,20.6,none,601827.88,4726.68,0.0,550.46
608,Gaming,20,44.92,777.82,23.28,none,1247466.24,62291.98,0.0,13102.88
609,Gaming,20,65.52,493.08,18.82,none,59166.3,1858.08,0.0,161.02
610,Gaming,20,60.7,1378.38,24.48,none,3481122.66,182139.92,0.0,10349.66
611,Gaming,20,35.94,827.76,7.02,none,14704691.1,673375.34,0.0,58111.68
612,Gaming,20,65.3,901.7,25.26,none,1813447.08,72106.24,0.0,3399.4
613,Gaming,20,42.74,698.02,24.0,none,7457278.18,507846.6,0.0,48865.1
614,Gaming,20,45.8,761.0,15.12,none,251377.58,4235.5,0.0,260.7
615,Gaming,20,34.7,407.34,23.1,none,2791253.48,86280.12,0.0,4029.46
616,Gaming,20,64.26,481.22,11.74,none,48167.0,2014.66,0.0,222.04
617,Gaming,20,38.04,610.26,11.18,none,1836599.72,59290.72,0.0,1798.62
618,Gaming,20,39.74,754.54,26.9,none,121700.46,6559.18,0.0,280.52
619,Gaming,20,31.12,109.5,0.0,none,698941.52,26522.32,0.0,1681.04
620,Gaming,20,82.04,2508.44,18.22,none,271407.54,14472.02,0.0,1151.24
621,Gaming,20,17.74,447.5,0.2,none,2347703.06,118959.64,0.0,5330.48
622,Gaming,20,86.46,413.36,23.08,none,6034473.8,77736.98,0.0,818.08
623,Gaming,20,34.9,269.06,23.44,none,148723.1,6360.68,0.0,254.04
624,Gaming,20,37.8,350.82,51.14,none,1640820.96,36993.04,0.0,1303.6
625,Gaming,20,38.26,902.6,6.52,none,126820.94,8886.96,0.0,447.9
626,Gaming,20,30.94,381.12,4.28,none,1824090.7,18860.4,0.0,913.24
627,Gaming,20,25.74,209.86,7.68,none,1624197.08,60732.62,0.0,6344.76
628,Gaming,20,45.16,580.48,22.1,none,99042.08,6041.54,0.0,585.24
629,Gaming,20,40.979591836734684,665.7551020408164,16.061224489795922,none,12025940.306122448,538925.7142857143,0.0,23032.48979591837
630,Gaming,20,45.02,690.18,22.64,none,13515.78,451.62,0.0,9.94
631,Gaming,20,50.0,1563.32,20.9,none,126355.92,4590.38,0.0,211.7
632,Gaming,20,39.24,419.88,24.34,none,27563771.28,583478.14,0.0,55030.3
633,Gaming,20,56.32,793.12,13.92,none,3683131.16,98810.38,0.0,2589.72
634,Gaming,20,40.0,549.58,28.58,none,554365.9,12986.2,0.0,1089.98
635,Gaming,20,36.76,736.88,27.96,none,1203993.72,33933.68,0.0,2277.78
636,Gaming,20,29.36,371.1,11.1,none,231045.64,9666.6,0.0,622.5
637,Gaming,20,28.5,324.22,18.18,none,2307769.86,88935.16,0.0,5364.2
638,Gaming,20,50.76,655.66,7.78,none,1045920.98,105259.3,0.0,3656.74
639,Gaming,20,58.66,898.64,16.64,none,69702.6,2455.76,0.0,245.8
640,Gaming,20,40.94,545.88,17.5,none,2155642.8,122897.12,0.0,1284.14
641,Gaming,20,41.3,1376.26,24.18,none,586609.96,25167.06,0.0,962.22
642,Gaming,20,25.78,959.98,40.82,none,509713.64,12845.84,0.0,887.44
643,Gaming,20,43.78,687.74,19.46,none,214250.08,6048.36,0.0,757.44
644,Gaming,20,88.72340425531915,427.63829787234044,24.14893617021277,none,16578.59574468085,85.1063829787234,0.0,5.851063829787233
645,Gaming,20,44.12,980.72,3.52,none,468772.96,21104.02,0.0,410.04
646,Gaming,20,48.42,808.3,6.32,none,2994142.32,72526.58,0.0,3931.54
647,Gaming,20,20.36,0.0,0.0,none,9379542.6,333536.86,0.0,717.66
648,Gaming,20,59.88,1746.6,26.62,none,517829.08,16771.6,0.0,2237.96
649,Gaming,20,19.5,192.14,8.8,none,12670958.26,410462.8,0.0,51147.78
650,Gaming,20,44.58,683.36,14.26,none,540808.76,20055.04,0.0,1622.54
651,Gaming,20,34.34,1120.98,7.08,none,206340.48,12892.54,0.0,469.48
652,Gaming,20,62.9,502.02,20.54,none,2564355.12,39838.66,0.0,2667.6
653,Gaming,20,37.78,408.42,43.8,none,2892362.1,40023.52,0.0,1610.24
654,Gaming,20,24.62,172.42,14.86,none,3434816.36,200591.9,0.0,8044.48
655,Gaming,20,42.12,415.58,18.58,none,683244.08,142669.44,0.0,3782.16
656,Gaming,20,59.6,425.02,19.18,none,1331841.54,85516.2,0.0,2729.8
657,Gaming,20,59.88,1258.98,14.74,none,1424145.88,76193.16,0.0,3920.06
658,Gaming,20,34.5,527.98,9.42,none,423557.48,15008.66,0.0,317.54
659,Gaming,20,43.28,562.84,9.62,none,2456995.78,64851.36,0.0,8105.82
660,Gaming,20,26.3,580.6,13.82,none,63693.58,2804.02,0.0,393.7
661,Gaming,20,40.74,68.12,22.72,none,1819236.24,144413.46,0.0,362.22
662,Gaming,20,67.58,731.64,10.84,none,587592.16,7793.1,0.0,469.06
663,Gaming,20,65.89189189189189,113.37837837837836,1.5135135135135136,none,16991791.27027027,56419.72972972973,0.0,0.2432432432432433
664,Gaming,20,56.12,160.32,15.62,none,678661.04,40527.76,0.0,1823.44
665,Gaming,20,37.12,1405.6,3.78,none,17952.8,1027.76,0.0,136.54
666,Gaming,20,44.2,674.04,25.34,none,2074637.86,95657.8,0.0,4509.7
667,Gaming,20,53.96,661.42,3.78,none,199478.86,8057.36,0.0,200.44
668,Gaming,20,30.66666666666667,568.0,12.666666666666664,upcoming,255694.0,15209.0,0.0,1243.0
669,Gaming,20,31.98,894.7,26.1,none,1024355.34,38930.04,0.0,2433.26
670,Gaming,20,41.66,1006.58,27.82,none,901339.9,25825.3,0.0,853.68
671,Gaming,20,62.94,874.48,30.0,none,971236.26,79001.32,0.0,3171.34
672,Gaming,20,41.86,675.6,26.18,none,1797299.86,85689.26,0.0,2628.6
673,Gaming,20,48.22,579.26,29.88,none,88271.14,3323.42,0.0,179.32
674,Gaming,20,36.34,1039.28,0.0,none,3454437.72,148458.18,0.0,2336.76
675,Gaming,20,39.02,277.08,11.6,none,2410085.72,78599.14,0.0,1661.18
676,Gaming,20,54.52,285.22,30.7,none,183721.0,10850.12,0.0,460.64
677,Gaming,20,75.82,714.96,20.5,none,20664.94,1047.54,0.0,114.76
678,Gaming,20,79.3,135.04,30.06,none,60072.92,3888.12,0.0,303.94
679,Gaming,20,74.2,840.06,11.2,none,107084.48,12657.32,0.0,178.66
680,Gaming,20,37.2,819.2,0.0,none,1245396.1,65982.96,0.0,3863.22
681,Gaming,20,38.42,334.32,0.0,none,894646.98,23963.18,0.0,1218.1
682,Gaming,20,33.64,1158.28,23.1,none,1678502.32,44694.28,0.0,1517.76
683,Gaming,20,45.5,1193.22,14.28,none,92368.62,3497.26,0.0,174.74
684,Gaming,20,51.04,688.46,25.06,none,121747.16,4645.26,0.0,183.7
685,Gaming,20,53.36,1338.36,24.98,none,638765.28,26936.4,0.0,1535.64
686,Gaming,20,74.6842105263158,223.10526315789474,16.0,none,143385.8947368421,718.5263157894735,0.0,19.21052631578948
687,Gaming,20,39.48,854.46,14.98,none,340870.22,15516.12,0.0,1235.92
688,Gaming,20,28.72,59.68,29.0,none,175313.56,6783.9,0.0,246.9
689,Gaming,20,35.9,166.28,6.46,none,1723764.3,72573.5,0.0,329.3
690,Gaming,20,36.86,0.0,0.0,none,34069813.78,1537625.0,0.0,6551.06
691,Gaming,20,53.3,1978.54,26.96,none,2373347.04,50008.04,0.0,2335.64
692,Gaming,20,43.16,1495.06,3.48,none,211458.06,4995.9,0.0,181.44
693,Gaming,20,52.34,991.46,11.3,none,71743.56,593.08,0.0,32.48
694,Gaming,20,44.44,460.98,2.94,none,188415.24,7487.34,0.0,604.54
695,Gaming,20,45.08,1101.26,17.88,none,260621.06,8336.8,0.0,355.04
696,Gaming,20,47.04,538.06,44.48,none,643869.8,13426.02,0.0,2190.16
697,Entertainment,24,36.72,606.3,0.08,none,104532370.18,3659032.78,0.0,144470.56
698,Entertainment,24,51.68,360.96,14.08,none,39832245.78,124735.56,0.0,0.0
699,Entertainment,24,51.96,323.58,7.48,none,19505836.72,91447.14,0.0,0.0
700,Entertainment,24,55.0,125.02,10.94,none,30857012.72,109539.28,0.0,0.0
701,Entertainment,24,71.14,786.8,8.22,none,193780.8,0.0,0.0,0.0
702,Entertainment,24,48.32,1606.68,18.54,none,43198.08,991.96,0.0,75.82
703,Entertainment,24,54.98,264.2,15.9,none,381259.02,1836.84,0.0,0.0
704,Entertainment,24,82.76,3185.32,28.32,none,150870.0,307.44,0.0,0.0
705,Entertainment,24,52.54,445.68,15.1,none,14430.88,426.6,0.0,29.22
706,Entertainment,24,61.24,464.94,15.32,none,4248440.98,6790.84,0.0,0.0
707,Entertainment,24,71.04,399.76,20.12,none,1284788.02,4699.42,0.0,0.0
708,Entertainment,24,50.28,137.52,12.44,none,1011951.1,4246.62,0.0,0.0
709,Entertainment,24,34.96,456.14,10.06,none,3492184.36,89009.42,0.0,5112.0
710,Entertainment,24,61.54,468.7,23.26,none,18037294.84,83048.14,0.0,0.0
711,Entertainment,24,51.6,703.34,10.48,none,421321.98,6625.64,0.0,190.8
712,Entertainment,24,60.4,579.14,12.94,none,79583519.88,283604.84,0.0,0.0
713,Entertainment,24,50.7,141.88,14.6,none,99178224.1,360543.32,0.0,8062.52
714,Entertainment,24,69.86,2523.24,22.92,none,2415639.0,6188.02,0.0,0.0
715,Entertainment,24,43.46,1357.04,20.12,none,72083.22,1960.44,0.0,239.56
716,Entertainment,24,32.32,1083.04,21.74,none,4977529.0,153406.64,0.0,1492.66
717,Entertainment,24,56.52,563.32,17.04,none,5594816.34,21686.56,0.0,0.0
718,Entertainment,24,61.74,479.72,27.44,none,3248842.16,18068.64,0.0,0.0
719,Entertainment,24,56.62,53.04,0.64,none,233451.12,1076.62,0.0,5.46
720,Entertainment,24,63.32,606.08,11.4,none,65394.86,1563.56,0.0,151.82
721,Entertainment,24,77.76,991.78,24.84,none,119150.08,371.2,0.0,0.0
722,Entertainment,24,54.16,1049.0,18.64,none,625110.06,12063.9,0.0,670.9
723,Entertainment,24,44.58,440.28,6.98,none,23293121.76,620536.88,0.0,54785.98
724,Entertainment,24,52.12,522.84,15.32,none,812363.92,4131.6,0.0,0.0
725,Entertainment,24,90.06,2524.32,43.16,none,41209359.16,840055.96,0.0,47620.02
726,Entertainment,24,40.2,631.2,27.38,none,1504984.9,88781.86,0.0,1891.68
727,Entertainment,24,33.52,803.84,23.74,none,8447127.32,435402.12,0.0,15399.16
728,Entertainment,24,59.62,2.32,0.0,none,81570.22,369.54,0.0,0.0
729,Entertainment,24,65.96,921.18,15.48,none,245934.18,1217.8,0.0,0.0
730,Entertainment,24,61.66,358.98,23.04,none,934773.16,5880.16,0.0,0.0
731,Entertainment,24,58.68,1606.64,24.5,none,2550671.76,142258.82,0.0,801.6
732,Entertainment,24,42.48,497.04,26.22,none,2992081.52,16501.1,0.0,0.0
733,Entertainment,24,54.1,565.66,32.6,none,2917068.02,3617.4,0.0,0.0
734,Entertainment,24,50.8,132.84,16.8,none,379338.88,2252.02,0.0,0.0
735,Entertainment,24,39.36,439.62,0.0,none,16342733.18,916224.06,0.0,15009.78
736,Entertainment,24,44.82,364.06,3.52,none,4566451.44,156781.94,0.0,9080.14
737,Entertainment,24,33.22,605.98,7.08,none,2784853.48,102296.28,0.0,1841.44
738,Entertainment,24,63.26,1305.2,18.12,none,1610594.26,78085.22,0.0,6466.66
739,Entertainment,24,57.3,328.56,14.02,none,17393899.22,56321.78,0.0,0.0
740,Entertainment,24,56.88,1177.36,22.22,none,131888.56,1454.92,0.0,110.32
741,Entertainment,24,36.76,3.0,0.0,none,609078.84,0.0,0.0,0.0
742,Entertainment,24,45.32,439.7,27.28,none,2499429.8,13768.44,0.0,0.0
743,Entertainment,24,56.78,1575.76,19.06,none,18471015.18,426819.98,0.0,19399.26
744,Entertainment,24,26.9,2068.12,25.0,none,23542134.24,589880.42,0.0,11001.86
745,Entertainment,24,71.12,2447.08,23.56,none,145301.54,9460.36,0.0,532.7
746,Entertainment,24,45.9,1217.8,25.18,none,258442.94,7533.5,0.0,43.3
747,Entertainment,24,58.6,914.52,7.16,none,335948.4,13582.92,0.0,549.46
748,Entertainment,24,50.98,647.12,34.34,none,4005121.04,220665.24,0.0,1270.92
749,Entertainment,24,51.5,536.94,15.98,none,6962242.84,18681.24,0.0,0.0
750,Entertainment,24,39.4,499.42,21.04,none,2203156.36,76337.36,0.0,3365.36
751,Entertainment,24,46.36,414.06,8.04,none,1814562.94,10725.12,0.0,0.0
752,Entertainment,24,57.28,80.86,5.32,none,3102322.62,8967.26,0.0,0.0
753,Entertainment,24,39.6,2081.72,0.64,none,10696211.66,74738.96,0.0,380.18
754,Entertainment,24,84.4,1763.82,31.82,none,232875.14,1407.3,0.0,20.84
755,Entertainment,24,57.74,1286.18,12.06,none,650787.66,179.92,0.0,0.0
756,Entertainment,24,95.0,79.38,10.48,none,62095.84,367.94,0.0,9.6
757,Entertainment,24,74.24,577.48,10.16,none,53063.66,1402.74,0.0,129.18
758,Entertainment,24,62.56,466.64,24.64,none,2477283.94,10444.92,0.0,0.0
759,Entertainment,24,27.08,1424.68,41.8,none,46010861.38,430543.96,0.0,6870.2
760,Entertainment,24,37.6,3815.18,11.14,none,1155637.74,44696.7,0.0,1489.56
761,Entertainment,24,53.44,1244.3,31.06,none,18126003.8,208955.1,0.0,7071.14
762,Entertainment,24,42.72,794.8,15.9,none,5803227.62,116709.0,0.0,6169.74
763,Entertainment,24,33.18,238.46,12.94,none,2944541.42,363882.06,0.0,37476.7
764,Entertainment,24,65.42,480.42,18.54,none,63274.92,1944.94,0.0,170.86
765,Entertainment,24,42.68,487.34,12.6,none,347025.4,7584.24,0.0,625.08
766,Entertainment,24,84.84,188.76,18.0,none,3693052.12,15861.42,0.0,0.0
767,Entertainment,24,48.72,618.74,9.5,none,1362575.16,98259.26,0.0,951.02
768,Entertainment,24,56.96,2013.96,33.68,none,695965.2,13304.74,0.0,1933.96
769,Entertainment,24,78.96,1602.34,15.04,none,2004975.12,88248.12,0.0,4490.4
770,Entertainment,24,50.04,144.84,9.84,none,2673912.02,5838.84,0.0,0.0
771,Entertainment,24,47.2,1039.46,31.02,none,4415060.34,33634.36,0.0,1691.04
772,Entertainment,24,60.0,1265.7,12.88,none,1457038.72,37671.68,0.0,1037.2
773,Entertainment,24,48.92,1056.82,11.06,none,8016358.28,274766.34,0.0,10329.14
774,Entertainment,24,60.24,330.74,14.98,none,431496.22,2319.12,0.0,0.0
775,Entertainment,24,97.12,564.64,4.68,none,8862167.36,45652.28,0.0,3.06
776,Entertainment,24,64.68,269.88,9.12,none,455763.96,0.0,0.0,0.7
777,Entertainment,24,61.84,495.72,24.96,none,9204836.04,40735.36,0.0,0.0
778,Entertainment,24,85.98,894.28,16.86,none,874098.46,28445.62,0.0,18.28
779,Entertainment,24,56.24,794.96,26.46,none,6256.06,181.38,0.0,0.0
780,Entertainment,24,40.84,118.94,11.18,none,65679.58,315.34,0.0,0.0
781,Entertainment,24,61.06,923.28,25.22,none,7716877.74,683212.8,0.0,26236.6
782,Entertainment,24,46.22,1270.64,4.12,none,48667.6,888.24,0.0,75.52
783,Entertainment,24,52.46,950.96,10.8,none,195589.52,8749.88,0.0,210.92
784,Entertainment,24,57.64,2080.92,19.86,none,35052221.92,449638.38,0.0,95754.68
785,Entertainment,24,45.8,761.0,15.12,none,251808.2,4241.16,0.0,261.06
786,Entertainment,24,49.6,473.58,19.22,none,11862390.74,453859.36,0.0,3102.08
787,Entertainment,24,53.98,764.62,8.6,none,201044.5,11009.28,0.0,575.2
788,Entertainment,24,52.26,314.78,11.08,none,434552.16,925.5,0.0,0.0
789,Entertainment,24,52.72,1348.34,11.92,none,786394.2,14505.36,0.0,629.74
790,Entertainment,24,43.976744186046496,185.1395348837209,0.0,none,27820092.18604651,110022.6511627907,0.0,1729.6511627906975
791,Entertainment,24,58.16,458.66,32.2,none,4383758.4,159496.84,0.0,5299.76
792,Entertainment,24,38.88,2688.26,44.7,none,2381155.56,36801.08,0.0,5516.76
793,Entertainment,24,31.58,99.22,3.58,none,41101.46,469.86,0.0,0.48
794,Entertainment,24,43.78,588.64,11.3,none,1364108.0,41310.76,0.0,1670.82
795,Entertainment,24,31.08,3044.08,11.16,none,6726848.06,301684.88,0.0,9765.66
796,Entertainment,24,46.1,439.1,28.38,none,2041433.04,12092.3,0.0,0.0
797,Travel & Events,19,33.44,452.2,14.02,none,3598706.5,284699.0,0.0,3367.1
798,Travel & Events,19,62.02,3518.04,19.5,none,2205152.24,43736.82,0.0,2343.1
799,Travel & Events,19,27.78,641.44,44.34,none,89833.84,5160.6,0.0,806.24
800,Travel & Events,19,43.16,124.1,11.0,none,1096204.08,6554.02,0.0,9.26
801,Travel & Events,19,77.92,0.0,16.96,none,1264827.38,9184.22,0.0,524.2
802,Travel & Events,19,53.37837837837838,351.3513513513513,11.405405405405405,none,21337605.72972973,0.10810810810810813,0.0,0.0
803,Travel & Events,19,73.0,1034.98,7.26,none,479239.86,15911.02,0.0,358.9
804,Travel & Events,19,52.14,1751.74,13.58,none,487157.3,22784.54,0.0,1326.22
805,Travel & Events,19,71.32,1772.6,24.14,none,695867.82,17454.5,0.0,606.16
806,Travel & Events,19,43.2,2386.64,33.34,none,860620.96,44827.82,0.0,2465.5
807,Travel & Events,19,50.48,2540.18,25.32,none,1579209.02,45424.82,0.0,2613.64
808,Travel & Events,19,35.34,130.92,9.1,none,219482.38,7345.66,0.0,281.6
809,Travel & Events,19,61.2,1067.64,4.28,none,992562.36,17515.12,0.0,1125.38
810,Travel & Events,19,41.2,2190.14,17.88,none,1853038.12,82965.4,0.0,7470.72
811,Travel & Events,19,46.38,393.94,16.36,none,1734261.68,70561.6,0.0,4488.24
812,Travel & Events,19,41.42,1691.02,25.08,none,351250.54,6018.48,0.0,300.24
813,Travel & Events,19,29.76,1256.72,6.3,none,811289.92,30070.18,0.0,3143.38
814,Travel & Events,19,55.86,737.96,15.84,none,100874.82,1373.6,0.0,102.84
815,Travel & Events,19,50.8,958.28,19.24,none,16614.92,476.7,0.0,142.72
816,Travel & Events,19,52.66,290.1,0.0,none,168438.46,2000.4,0.0,144.4
817,Travel & Events,19,49.24,772.88,22.34,none,172833.1,5103.2,0.0,416.42
818,Travel & Events,19,91.74,625.86,27.26,none,885211.5,3866.38,0.0,202.58
819,Travel & Events,19,46.7,152.4,24.88,none,1792179.68,5908.84,0.0,262.18
820,Travel & Events,19,93.3,1138.56,37.06,none,629058.74,3396.18,0.0,215.6
821,Travel & Events,19,71.86,182.66,14.66,none,201286.02,1889.26,0.0,145.8
822,Travel & Events,19,83.84,541.02,3.96,none,107981.62,1239.66,0.0,81.42
823,Travel & Events,19,40.52,201.84,14.18,none,1198188.4,28231.2,0.0,334.32
824,Travel & Events,19,69.78,1312.74,11.7,none,132984.48,2085.58,0.0,98.22
825,Travel & Events,19,57.8,789.44,22.44,none,592260.8,7181.26,0.0,196.38
826,Travel & Events,19,66.78,3430.34,20.58,none,706406.46,31052.74,0.0,3075.34
827,Travel & Events,19,77.18,1070.42,22.7,none,40053.92,636.74,0.0,27.06
828,Travel & Events,19,47.6,465.36,23.0,none,3823181.3,150145.82,0.0,3386.82
829,Travel & Events,19,65.56,515.96,8.34,none,3049421.62,59852.38,0.0,4061.2
830,Travel & Events,19,31.7,3827.92,43.62,none,2942123.06,42986.42,0.0,5499.4
831,Travel & Events,19,62.42,1583.14,25.16,none,363756.84,7964.3,0.0,520.68
832,Travel & Events,19,38.98,523.3,0.0,none,4574560.52,66915.14,0.0,2618.52
833,Travel & Events,19,69.1,1842.86,20.86,none,527080.3,6640.34,0.0,430.78
834,Travel & Events,19,62.0,780.0,21.0,none,24162.0,966.0,0.0,56.0
835,Travel & Events,19,44.74,3345.46,18.76,none,1069796.74,21390.66,0.0,2642.54
836,Travel & Events,19,65.38,823.72,18.4,none,11290.94,188.18,0.0,21.9
837,Travel & Events,19,60.94,770.56,28.0,none,14343.68,278.08,0.0,28.96
838,Travel & Events,19,39.7,369.58,26.66,none,2065633.26,42317.26,0.0,4755.22
839,Travel & Events,19,91.98,543.12,16.66,none,250671.46,7601.26,0.0,277.56
840,Travel & Events,19,45.54,387.82,11.08,none,165657.76,5084.56,0.0,87.28
841,Travel & Events,19,53.08,1936.16,5.44,upcoming,342372.46,7621.72,0.0,378.48
842,Travel & Events,19,82.32,268.96,8.78,none,936403.52,4314.0,0.0,162.7
843,Travel & Events,19,62.98,459.84,19.98,none,101083.56,197.28,0.0,0.0
844,Travel & Events,19,61.28,2433.98,5.76,none,188575.88,7159.34,0.0,452.82
845,Travel & Events,19,44.56,1290.2,10.84,none,275310.58,2258.92,0.0,146.62
846,Travel & Events,19,29.2,392.06,23.34,none,876068.36,16837.66,0.0,1116.6
847,Travel & Events,19,50.62,252.62,18.42,none,187172.86,5591.44,0.0,419.7
848,Travel & Events,19,77.54,1246.0,25.26,none,443961.58,9890.58,0.0,336.88
849,Travel & Events,19,89.82,649.34,15.02,none,6513.6,125.7,0.0,10.28
850,Travel & Events,19,56.08,1470.74,18.18,none,7697.52,235.9,0.0,27.94
851,Travel & Events,19,31.68,264.42,11.78,none,157675.86,5349.48,0.0,177.64
852,Travel & Events,19,37.18,728.4,18.54,none,56229.32,1440.76,0.0,372.92
853,Travel & Events,19,52.44,1382.82,25.08,none,127730.8,2437.48,0.0,207.06
854,Travel & Events,19,96.38,987.62,0.0,none,2695.86,65.14,0.0,4.78
855,Travel & Events,19,95.2,4001.7,29.1,none,155110.9,2533.8,0.0,91.7
856,Travel & Events,19,91.34,2597.24,28.22,none,26231.32,372.86,0.0,21.02
857,Travel & Events,19,45.7,283.96,17.98,none,7137992.38,17464.46,0.0,249.38
858,Travel & Events,19,63.26,1088.66,53.88,none,1020627.16,12512.46,0.0,646.6
859,Travel & Events,19,58.8,158.38,14.52,none,10001.38,22.98,0.0,9.86
860,Travel & Events,19,48.74,1423.0,6.24,none,28141.24,1003.0,0.0,169.7
861,Travel & Events,19,91.5,2737.6,31.08,none,956681.68,6758.8,0.0,169.66
862,Travel & Events,19,70.76,891.6,8.8,none,2593.32,69.26,0.0,3.66
863,Travel & Events,19,76.36,507.86,26.44,none,21307.5,755.02,0.0,59.62
864,Travel & Events,19,93.26,2449.38,17.08,none,105991.28,4581.46,0.0,235.96
865,Travel & Events,19,87.62,1721.48,9.56,none,23969.82,598.08,0.0,96.18
866,Travel & Events,19,44.04,326.06,11.46,none,518548.22,28315.74,0.0,852.02
867,Travel & Events,19,39.06,437.98,8.0,none,44221.7,1151.16,0.0,62.74
868,Travel & Events,19,63.08,1480.74,32.5,none,244357.4,12598.88,0.0,645.36
869,Travel & Events,19,55.62,0.0,0.0,none,6532.0,168.02,0.0,0.52
870,Travel & Events,19,75.84,710.38,4.0,none,1547.54,2.92,0.0,5.9
871,Travel & Events,19,44.34,97.74,4.82,none,209905.94,5864.32,0.0,263.02
872,Travel & Events,19,44.28,916.84,20.8,none,182927.96,3594.8,0.0,383.96
873,Travel & Events,19,56.4,1747.46,23.7,none,447632.3,15878.52,0.0,2056.14
874,Travel & Events,19,95.02,365.72,22.36,none,31490.92,988.98,0.0,20.56
875,Travel & Events,19,39.92,310.06,3.72,none,375351.62,11707.74,0.0,760.48
876,Travel & Events,19,47.58,829.96,11.84,none,58681.16,816.52,0.0,177.8
877,Travel & Events,19,48.84,617.26,19.16,none,108841.92,4722.96,0.0,274.32
878,Travel & Events,19,89.42,1630.36,17.94,none,33568.26,908.6,0.0,322.64
879,Travel & Events,19,47.72,2102.24,15.84,none,150857.48,2582.4,0.0,407.7
880,Travel & Events,19,40.92,591.08,22.4,none,457621.92,2699.34,0.0,103.64
881,Travel & Events,19,66.7,926.22,36.88,none,319158.0,15523.22,0.0,1190.06
882,Travel & Events,19,46.6304347826087,802.5,8.717391304347826,none,1449258.9782608696,34320.32608695652,0.0,2397.978260869565
883,Travel & Events,19,52.08,368.48,4.78,none,11334.12,27.7,0.0,3.76
884,Travel & Events,19,63.46,1504.38,25.1,none,23790.4,1779.42,0.0,140.48
885,Travel & Events,19,53.92,318.98,0.0,none,232010.56,19928.32,0.0,809.12
886,Travel & Events,19,38.38,1079.46,21.8,none,503242.72,25483.82,0.0,2069.34
887,Travel & Events,19,38.88,244.0,0.08,none,113479.46,4013.04,0.0,120.5
888,Travel & Events,19,63.38,2650.7,42.0,none,55655.42,4180.54,0.0,266.26
